Timestamp,Close
31-12-2011,4.4825
31-01-2012,6.208931822
29-02-2012,5.252513758
31-03-2012,4.961053711
30-04-2012,4.976416316
31-05-2012,5.041146823
30-06-2012,5.971214574
31-07-2012,7.795284519
31-08-2012,10.91621177
30-09-2012,11.41078181
31-10-2012,11.59710266
30-11-2012,11.32529026
31-12-2012,13.15407844
31-01-2013,15.32134514
28-02-2013,25.81521811
31-03-2013,57.22810716
30-04-2013,127.8291906
31-05-2013,117.8454093
30-06-2013,105.4721028
31-07-2013,85.43648612
31-08-2013,103.4727131
30-09-2013,124.853952
31-10-2013,152.7719604
30-11-2013,528.3782607
31-12-2013,794.2562254
31-01-2014,819.0285406
28-02-2014,663.92907
31-03-2014,594.5610242
30-04-2014,462.2909582
31-05-2014,485.7582687
30-06-2014,613.011125
31-07-2014,618.4502354
31-08-2014,537.1500544
30-09-2014,445.0347376
31-10-2014,363.8929812
30-11-2014,366.1893219
31-12-2014,342.6871197
31-01-2015,247.8966065
28-02-2015,234.0829984
31-03-2015,268.3498251
30-04-2015,234.6541935
31-05-2015,236.6179983
30-06-2015,236.9384941
31-07-2015,279.3621816
31-08-2015,252.5476054
30-09-2015,233.5337922
31-10-2015,264.744383
30-11-2015,348.4370245
31-12-2015,422.4726705
31-01-2016,411.1301805
29-02-2016,402.0074394
31-03-2016,415.2196705
30-04-2016,433.1743296
31-05-2016,460.0123984
30-06-2016,638.3983532
31-07-2016,660.4445258
31-08-2016,578.3892083
30-09-2016,602.9063505
31-10-2016,639.0967576
30-11-2016,723.0802339
31-12-2016,820.2475471
31-01-2017,908.8890923
28-02-2017,1059.657525
31-03-2017,1132.054414
30-04-2017,1208.376922
31-05-2017,1877.983238
30-06-2017,2619.291662
31-07-2017,2494.602239
31-08-2017,3828.467673
30-09-2017,4084.786166
31-10-2017,5284.604106
30-11-2017,7756.455421
31-12-2017,14842.4571
31-01-2018,12893.99155
28-02-2018,9390.126987
31-03-2018,9025.407665
30-04-2018,7983.762214
31-05-2018,8439.19507
30-06-2018,6784.687206
31-07-2018,7097.367347
31-08-2018,6689.429479
30-09-2018,6588.991483
31-10-2018,6415.134478
30-11-2018,5388.25019
31-12-2018,3671.148121
31-01-2019,3658.702054
28-02-2019,3648.598145
31-03-2019,3918.478463
30-04-2019,5139.259402
31-05-2019,7228.599851
30-06-2019,9357.942048
31-07-2019,10667.68174
31-08-2019,10613.55566
30-09-2019,9788.895009
31-10-2019,8366.587645
30-11-2019,8342.407325
31-12-2019,7240.923794
31-01-2020,8321.166136
29-02-2020,9646.34821
31-03-2020,6928.948538
30-04-2020,7181.912395
31-05-2020,9236.102515
30-06-2020,9459.375927
31-07-2020,9545.246114
31-08-2020,11636.37975
30-09-2020,10654.75736
31-10-2020,11836.95882
30-11-2020,16530.43287
31-12-2020,21811.29527
31-01-2021,34553.59945
28-02-2021,46077.0632
31-03-2021,54641.41297
